d,n,m,i,igapols.ft
0.4,5,5,6,1025
0.4,5,5,7,1096
0.4,5,5,8,896
0.4,5,5,9,1170
0.4,5,5,10,762
0.4,5,5,11,1063
0.4,5,5,12,1113
0.4,5,5,13,991
0.4,5,5,14,896
0.4,5,5,15,546
0.4,5,5,16,838
0.4,5,5,17,912
0.4,5,5,18,1111
0.4,5,5,19,845
0.4,5,5,20,959
0.4,5,5,21,910
0.4,5,5,22,763
0.4,5,5,23,915
0.4,5,5,24,1014
0.4,5,5,25,900
0.4,5,5,26,1139
0.4,5,5,27,945
0.4,5,5,28,874
0.4,5,5,29,961
0.4,5,10,0,2094
0.4,5,10,1,1563
0.4,5,10,2,2226
0.4,5,10,3,1485
0.4,5,10,4,1452
0.4,5,10,5,2003
0.4,5,10,6,1487
0.4,5,10,7,1650
0.4,5,10,8,1761
0.4,5,10,9,1931
0.4,5,10,10,2220
0.4,5,10,11,1551
0.4,5,10,12,2206
0.4,5,10,13,1547
0.4,5,10,14,1892
0.4,5,10,15,1389
0.4,5,10,16,1937
0.4,5,10,17,1821
0.4,5,10,18,1972
0.4,5,10,19,2061
0.4,5,10,20,1583
0.4,5,10,21,1455
0.4,5,10,22,2167
0.4,5,10,23,1766
0.4,5,10,24,1914
0.4,5,10,25,1815
0.4,5,10,26,2038
0.4,5,10,27,1420
0.4,5,10,28,1975
0.4,5,10,29,1689
0.4,5,20,0,2886
0.4,5,20,1,3512
0.4,5,20,2,3924
0.4,5,20,3,3632
0.4,5,20,4,3693
0.4,5,20,5,3699
0.4,5,20,6,3603
0.4,5,20,7,3539
0.4,5,20,8,3186
0.4,5,20,9,3495
0.4,5,20,10,3084
0.4,5,20,11,3667
0.4,5,20,12,3603
0.4,5,20,13,3492
0.4,5,20,14,3797
0.4,5,20,15,3037
0.4,5,20,16,3545
0.4,5,20,17,3362
0.3,50,30,25,115176
0.4,5,20,18,3499
0.4,5,20,19,3192
0.4,5,20,20,3218
0.3,50,30,23,111926
0.4,5,20,22,3323
0.4,5,20,21,3622
0.4,5,20,23,3395
0.4,5,20,26,3466
0.4,5,20,24,3689
0.4,5,20,25,3664
0.4,5,20,28,3858
0.4,5,20,27,3519
0.4,5,20,29,3440
0.4,5,30,0,4764
0.4,5,30,1,4789
0.4,5,30,2,5173
0.4,5,30,3,5166
0.4,5,30,4,4599
0.4,5,30,5,5248
0.4,5,30,6,4397
0.4,5,30,7,4859
0.4,5,30,8,5737
0.4,5,30,9,4356
0.4,5,30,10,4886
0.4,5,30,11,5103
0.4,5,30,12,4976
0.4,5,30,13,4926
0.4,5,30,14,5221
0.4,5,30,15,4727
0.4,5,30,16,5051
0.4,5,30,17,4901
0.4,5,30,18,5476
0.4,5,30,19,4922
0.4,5,30,20,5251
0.4,5,30,21,5095
0.4,5,30,22,4895
0.4,5,30,23,4964
0.4,5,30,24,5677
0.4,5,30,25,4924
0.4,5,30,27,4847
0.4,5,30,26,5233
0.4,5,30,28,5514
0.4,5,30,29,5287
0.3,50,30,26,110452
0.3,50,30,28,114577
0.3,50,30,27,112949
0.3,50,30,24,112304
0.3,50,30,29,108603
0.4,100,5,2,125450
0.4,100,5,0,117773
0.4,100,5,3,130011
0.4,100,5,4,134071
0.4,100,5,6,117806
0.4,100,5,1,119022
0.4,100,5,5,132124
0.4,100,5,10,140089
0.4,100,5,8,128563
0.4,100,5,7,129184
0.4,100,5,9,126645
0.4,100,5,11,123980
0.4,100,5,12,128386
0.4,100,5,13,131192
0.4,100,5,14,139122
0.4,100,5,15,138462
0.4,100,5,18,123972
0.4,100,5,19,139141
0.4,100,5,17,135647
0.4,100,5,16,135752
0.4,100,5,21,117777
0.4,100,5,20,128928
0.4,100,5,22,128214
0.4,100,5,23,123661
0.4,100,5,25,124538
0.4,100,5,24,126711
0.4,100,5,26,126696
0.4,100,5,27,130574
0.4,100,5,28,127885
0.4,100,5,29,127174
0.4,100,10,1,159127
0.4,100,10,2,174901
0.4,100,10,3,165750
0.4,100,10,4,168577
0.4,100,10,7,167104
0.4,100,10,6,159307
0.4,100,10,5,164399
0.4,100,10,0,167702
0.4,100,10,8,164667
0.4,100,10,12,159868
0.4,100,10,14,167805
0.4,100,10,10,170901
0.4,100,10,9,173848
0.4,100,10,11,164893
0.4,100,10,16,171139
0.4,100,10,13,169291
0.4,100,10,15,162875
0.4,100,10,17,159783
0.4,100,10,19,164668
0.4,100,10,20,158835
0.4,100,10,23,159852
0.4,100,10,22,166426
0.4,100,10,18,172495
0.4,100,10,24,164016
0.4,100,10,26,162642
0.4,100,10,21,167701
0.4,100,10,27,175799
0.4,100,10,28,164602
0.4,100,10,25,171053
0.4,100,10,29,172959
0.4,100,20,0,234312
0.4,100,20,1,230942
0.4,100,20,4,238126
0.4,100,20,6,229788
0.4,100,20,7,226504
0.4,100,20,5,225357
0.4,100,20,2,236356
0.4,100,20,8,237423
0.4,100,20,11,222886
0.4,100,20,3,236997
0.4,100,20,12,232385
0.4,100,20,13,231440
0.4,100,20,14,230188
0.4,100,20,10,213528
0.4,100,20,9,233528
0.4,100,20,15,227764
0.4,100,20,16,240366
0.4,100,20,17,231305
0.4,100,20,20,243078
0.4,100,20,18,228358
0.4,100,20,23,228604
0.4,100,20,21,226837
0.4,100,20,19,223916
0.4,100,20,25,225481
0.4,100,20,26,229966
0.4,100,20,27,224019
0.4,100,20,28,226987
0.4,100,20,29,238372
0.4,100,20,24,229272
0.4,100,20,22,223041
0.4,100,30,0,289855
0.4,100,30,1,289233
0.4,100,30,3,277543
0.4,100,30,5,295091
0.4,100,30,6,292743
0.4,100,30,2,286319
0.4,100,30,4,291335
0.4,100,30,8,276971
0.4,100,30,13,292260
0.4,100,30,10,297856
0.4,100,30,14,293291
0.4,100,30,15,291500
0.4,100,30,7,282053
0.4,100,30,11,283317
0.4,100,30,9,296607
0.4,100,30,18,286876
0.4,100,30,12,292885
0.4,100,30,16,290175
0.4,100,30,20,292683
0.4,100,30,21,287614
0.4,100,30,19,289393
0.4,100,30,17,291743
0.4,100,30,26,301723
0.4,10,5,0,2267
0.4,10,5,1,2251
0.4,10,5,2,2476
0.4,10,5,3,2479
0.4,10,5,4,2567
0.4,10,5,5,2431
0.4,10,5,6,2459
0.4,10,5,7,3118
0.4,10,5,8,2460
0.4,10,5,9,2709
0.4,10,5,10,2443
0.4,10,5,11,2295
0.4,10,5,12,2389
0.4,10,5,13,3106
0.4,10,5,14,2916
0.4,10,5,15,2496
0.4,10,5,16,2380
0.4,10,5,17,2293
0.4,10,5,18,2410
0.4,10,5,19,2986
0.4,10,5,20,2449
0.4,10,5,21,2742
0.4,10,5,22,2614
0.4,10,5,23,1849
0.4,10,5,24,2178
0.4,10,5,25,2075
0.4,100,30,22,298279
0.4,10,5,26,2924
0.4,10,5,27,2311
0.4,10,5,28,2663
0.4,10,5,29,2250
0.4,10,10,0,4957
0.4,10,10,1,4734
0.4,10,10,2,3974
0.4,10,10,3,4842
0.4,10,10,4,3974
0.4,10,10,5,3966
0.4,10,10,6,3940
0.4,10,10,7,4819
0.4,10,10,8,4447
0.4,10,10,9,4908
0.4,10,10,10,4785
0.4,10,10,11,4301
0.4,100,30,23,290442
0.4,10,10,12,3915
0.4,10,10,14,4756
0.4,10,10,15,4161
0.4,10,10,13,3899
0.4,10,10,16,4307
0.4,10,10,17,4528
0.4,10,10,18,4593
0.4,10,10,19,4230
0.4,10,10,20,4336
0.4,10,10,21,4964
0.4,10,10,23,4514
0.4,10,10,22,4062
0.4,10,10,24,4007
0.4,10,10,26,4692
0.4,10,10,25,4558
0.4,10,10,27,4137
0.4,10,10,28,3970
0.4,10,10,29,4277
0.4,10,20,0,7613
0.4,10,20,2,8996
0.4,10,20,1,8299
0.4,10,20,3,8346
0.4,10,20,4,8024
0.4,10,20,5,8263
0.4,10,20,6,7713
0.4,10,20,7,8261
0.4,10,20,8,7930
0.4,10,20,9,7845
0.4,10,20,10,7839
0.4,10,20,11,8252
0.4,10,20,12,8277
0.4,10,20,13,7884
0.4,10,20,14,8112
0.4,100,30,24,296284
0.4,10,20,15,7776
0.4,10,20,16,8298
0.4,10,20,17,8357
0.4,10,20,18,7394
0.4,10,20,19,8660
0.4,10,20,21,7071
0.4,10,20,20,7937
0.4,10,20,22,8136
0.4,10,20,23,8117
0.4,10,20,24,7128
0.4,10,20,25,8369
0.4,10,20,26,8347
0.4,10,20,27,7122
0.4,10,20,28,8285
0.4,10,20,29,9041
0.4,10,30,0,11154
0.4,10,30,1,11481
0.4,10,30,2,11220
0.4,10,30,3,11287
0.4,10,30,4,11909
0.4,10,30,5,12404
0.4,10,30,6,10990
0.4,10,30,7,11488
0.4,10,30,8,11005
0.4,10,30,9,11448
0.4,10,30,10,11297
0.4,10,30,11,11937
0.4,10,30,13,11983
0.4,10,30,12,11093
0.4,10,30,14,10651
0.4,10,30,15,11950
0.4,10,30,16,12299
0.4,10,30,17,11362
0.4,10,30,18,10629
0.4,10,30,19,11555
0.4,10,30,20,10961
0.4,10,30,21,10633
0.4,10,30,22,11236
0.4,10,30,23,11669
0.4,10,30,24,11223
0.4,10,30,25,12773
0.4,10,30,26,11890
0.4,10,30,28,11100
0.4,10,30,29,11145
0.4,10,30,27,11294
0.4,20,5,0,7722
0.4,20,5,3,5815
0.4,20,5,1,7169
0.4,20,5,2,8209
0.4,20,5,4,8464
0.4,20,5,5,7960
0.4,20,5,6,7431
0.4,20,5,7,6716
0.4,20,5,8,7420
0.4,20,5,9,7564
0.4,20,5,10,7843
0.4,20,5,11,7539
0.4,20,5,12,7024
0.4,20,5,13,6675
0.4,20,5,14,7088
0.4,20,5,15,6902
0.4,20,5,16,7571
0.4,20,5,19,5592
0.4,20,5,17,7328
0.4,20,5,18,7082
0.4,20,5,20,6674
0.4,20,5,21,6340
0.4,20,5,22,7254
0.4,20,5,23,7260
0.4,20,5,24,7905
0.4,20,5,26,7564
0.4,20,5,25,7015
0.4,20,5,27,7298
0.4,20,5,28,6901
0.4,20,5,29,7009
0.4,20,10,1,12570
0.4,20,10,0,11331
0.4,20,10,2,11622
0.4,20,10,3,13612
0.4,20,10,4,11416
0.4,20,10,5,11673
0.4,20,10,6,12344
0.4,20,10,7,11347
0.4,100,30,27,288403
0.4,20,10,8,10458
0.4,20,10,9,11551
0.4,20,10,10,10656
0.4,20,10,11,11912
0.4,20,10,12,13109
0.4,20,10,13,12047
0.4,20,10,14,11200
0.4,20,10,15,11408
0.4,20,10,16,12275
0.4,20,10,17,11851
0.4,20,10,18,11747
0.4,20,10,19,11516
0.4,20,10,20,11815
0.4,20,10,21,12016
0.4,20,10,23,11733
0.4,20,10,22,11121
0.4,20,10,24,11865
0.4,20,10,25,10337
0.4,20,10,26,11525
0.4,20,10,27,10852
0.4,20,10,28,10494
0.4,20,10,29,11182
0.4,20,20,0,19592
0.4,20,20,3,17701
0.4,20,20,2,19278
0.4,20,20,1,20045
0.4,20,20,4,18115
0.4,20,20,5,20133
0.4,20,20,8,18578
0.4,20,20,7,19890
0.4,20,20,6,21049
0.4,20,20,9,18621
0.4,20,20,10,19805
0.4,20,20,11,20453
0.4,20,20,14,20706
0.4,20,20,13,19609
0.4,20,20,12,19151
0.4,20,20,15,20071
0.4,20,20,17,19578
0.4,20,20,16,20275
0.4,20,20,18,19398
0.4,20,20,19,19600
0.4,20,20,20,18975
0.4,20,20,21,20555
0.4,20,20,24,19771
0.4,20,20,23,19287
0.4,20,20,22,19173
0.4,20,20,26,19248
0.4,20,20,25,20069
0.4,20,20,29,19219
0.4,20,20,28,19936
0.4,20,20,27,19342
0.4,20,30,0,26738
0.4,20,30,4,28587
0.4,20,30,1,27184
0.4,20,30,2,27854
0.4,20,30,3,29436
0.4,20,30,7,26685
0.4,20,30,5,27596
0.4,20,30,8,28332
0.4,20,30,9,28277
0.4,20,30,6,27376
0.4,20,30,10,27637
0.4,20,30,12,28756
0.4,20,30,11,28032
0.4,20,30,13,29362
0.4,20,30,14,27683
0.4,20,30,16,28309
0.4,20,30,17,25907
0.4,20,30,15,29865
0.4,20,30,18,27745
0.4,20,30,19,27526
0.4,20,30,20,27648
0.4,20,30,21,27617
0.4,20,30,23,26486
0.4,20,30,22,28843
0.4,20,30,24,26799
0.4,20,30,25,27303
0.4,20,30,26,27175
0.4,20,30,27,28707
0.4,20,30,28,27392
0.4,30,5,0,17223
0.4,30,5,1,13212
0.4,30,5,2,13140
0.4,30,5,3,13044
0.4,20,30,29,27918
0.4,30,5,4,12307
0.4,30,5,5,13242
0.4,30,5,6,12636
0.4,30,5,7,13343
0.4,30,5,9,15696
0.4,30,5,8,14416
0.4,30,5,10,14582
0.4,30,5,11,14261
0.4,30,5,12,13504
0.4,30,5,14,17516
0.4,30,5,13,15291
0.4,30,5,15,12984
0.4,30,5,16,13149
0.4,30,5,17,14636
0.4,30,5,18,15039
0.4,30,5,19,11184
0.4,30,5,20,17272
0.4,30,5,21,15818
0.4,30,5,22,13795
0.4,30,5,23,13712
0.4,30,5,25,16576
0.4,30,5,24,16091
0.4,30,5,26,12697
0.4,30,5,27,15328
0.4,30,5,28,14352
0.4,30,5,29,15102
0.4,30,10,0,19773
0.4,30,10,1,21474
0.4,30,10,3,21103
0.4,30,10,4,20385
0.4,30,10,2,19643
0.4,30,10,5,21570
0.4,30,10,6,21957
0.4,30,10,8,21182
0.4,30,10,7,19424
0.4,30,10,9,22868
0.4,30,10,10,22106
0.4,30,10,11,21695
0.4,30,10,12,21804
0.4,30,10,13,23234
0.4,30,10,14,21459
0.4,30,10,16,21739
0.4,30,10,15,21902
0.4,30,10,17,21143
0.4,30,10,19,21551
0.4,30,10,18,20276
0.4,30,10,20,23659
0.4,30,10,21,21574
0.4,30,10,22,20522
0.4,30,10,23,21078
0.4,30,10,24,20083
0.4,30,10,26,21340
0.4,30,10,25,22402
0.4,30,10,27,22300
0.4,30,10,28,20514
0.4,30,10,29,21512
0.4,30,20,0,33373
0.4,30,20,2,34531
0.4,30,20,4,32719
0.4,30,20,1,34576
0.4,30,20,3,35370
0.4,30,20,5,35284
0.4,30,20,8,33238
0.4,30,20,9,36849
0.4,30,20,7,32831
0.4,30,20,6,33654
0.4,30,20,11,33837
0.4,30,20,10,35628
0.4,30,20,13,33493
0.4,30,20,12,35176
0.4,30,20,14,32623
0.4,30,20,15,34344
0.4,100,30,29,298269
0.4,30,20,19,33061
0.4,30,20,18,34749
0.4,30,20,17,34215
0.4,30,20,16,34136
0.4,30,20,20,33608
0.4,30,20,21,35430
0.4,30,20,23,35032
0.4,30,20,25,34227
0.4,30,20,24,34985
0.4,30,20,22,35351
0.4,30,20,26,32564
0.4,30,20,27,35491
0.4,30,20,28,36529
0.4,30,20,29,33983
0.4,30,30,2,46917
0.4,30,30,3,46841
0.4,30,30,0,47405
0.4,30,30,4,45567
0.4,30,30,1,45285
0.4,30,30,5,46361
0.4,30,30,6,48596
0.4,30,30,9,48081
0.4,30,30,7,46964
0.4,30,30,8,46324
0.4,30,30,10,45572
0.4,30,30,12,45335
0.4,30,30,11,46181
0.4,30,30,13,47471
0.4,30,30,15,47625
0.4,30,30,14,46647
0.4,30,30,16,43982
0.4,30,30,17,45014
0.4,30,30,18,46936
0.4,30,30,19,48396
0.4,30,30,20,49261
0.4,30,30,21,48468
0.4,30,30,22,45544
0.4,30,30,24,45776
0.4,30,30,23,49661
0.4,30,30,26,49223
0.4,30,30,27,48080
0.4,30,30,25,48028
0.4,50,5,0,35977
0.4,100,30,28,281065
0.4,30,30,28,47704
0.4,50,5,1,34763
0.4,30,30,29,46898
0.4,50,5,2,32019
0.4,50,5,3,31215
0.4,50,5,4,36689
0.4,50,5,7,35439
0.4,50,5,5,38283
0.4,50,5,9,38107
0.4,50,5,8,36883
0.4,50,5,6,32093
0.4,50,5,10,32946
0.4,50,5,11,32625
0.4,50,5,12,35776
0.4,50,5,13,38190
0.4,50,5,16,36950
0.4,50,5,14,34624
0.4,50,5,15,35475
0.4,50,5,17,33508
0.4,50,5,18,32808
0.4,50,5,19,32003
0.4,50,5,21,35277
0.4,50,5,20,36470
0.4,50,5,23,34171
0.4,50,5,22,35844
0.4,50,5,24,34714
0.4,50,5,25,37458
0.4,50,5,26,33947
0.4,50,5,27,39661
0.4,50,5,28,35626
0.4,50,5,29,35505
0.4,50,10,1,50209
0.4,50,10,0,49104
0.4,50,10,5,48633
0.4,50,10,6,49257
0.4,50,10,2,51435
0.4,50,10,3,50302
0.4,50,10,4,46703
0.4,50,10,8,48528
0.4,50,10,7,47923
0.4,50,10,9,49017
0.4,50,10,11,47882
0.4,50,10,10,50133
0.4,50,10,13,46512
0.4,50,10,12,48489
0.4,50,10,14,54829
0.4,50,10,17,47203
0.4,50,10,18,46676
0.4,50,10,19,49928
0.4,50,10,15,48680
0.4,50,10,16,50719
0.4,50,10,20,47959
0.4,50,10,24,47021
0.4,50,10,21,49028
0.4,100,30,25,294586
0.4,50,10,22,49249
0.4,50,10,25,46449
0.4,50,10,23,49075
0.4,50,10,26,53628
0.4,50,10,27,48350
0.4,50,10,29,46932
0.4,50,10,28,47698
0.4,50,20,1,75050
0.4,50,20,3,74417
0.4,50,20,5,74061
0.4,50,20,2,72091
0.4,50,20,4,76002
0.4,50,20,0,69387
0.4,50,20,7,73765
0.4,50,20,6,74498
0.4,50,20,8,73305
0.4,50,20,9,77474
0.4,50,20,10,73046
0.4,50,20,11,70880
0.4,50,20,13,76687
0.4,50,20,16,75791
0.4,50,20,12,78222
0.4,50,20,15,72288
0.4,50,20,14,71271
0.4,50,20,19,75560
0.4,50,20,17,70930
0.4,50,20,20,72977
0.4,50,20,18,70789
0.4,50,20,23,71500
0.4,50,20,24,74143
0.4,50,20,21,72812
0.4,50,20,22,73072
0.4,50,20,26,76276
0.4,50,20,27,70740
0.4,50,20,25,73324
0.4,50,20,28,74472
0.4,50,20,29,73526
0.4,50,30,0,96444
0.4,50,30,1,97408
0.4,50,30,3,100173
0.4,50,30,4,98128
0.4,50,30,7,95097
0.4,50,30,2,98922
0.4,50,30,6,96287
0.4,50,30,5,97500
0.4,50,30,8,96829
0.4,50,30,10,97915
0.4,50,30,9,100247
0.4,50,30,11,94500
0.4,50,30,15,98178
0.4,50,30,16,98779
0.4,50,30,12,97336
0.4,50,30,14,99284
0.4,50,30,17,99556
0.4,50,30,18,100028
0.4,50,30,13,97852
0.4,50,30,19,94595
0.4,50,30,23,95018
0.4,50,30,21,95423
0.4,50,30,25,98462
0.4,50,30,22,98383
0.4,50,30,24,100165
0.4,50,30,27,101943
0.4,50,30,20,96498
0.4,50,30,26,96961
0.4,50,30,29,100185
0.4,50,30,28,101407
