d,n,m,i,igapo.ft,igapo.nps.ft
0.2,5,5,2,1321,1321
0.2,5,5,5,1596,1596
0.2,5,5,4,1462,1462
0.2,5,5,7,1512,1512
0.2,5,5,3,1533,1533
0.2,5,5,6,1572,1572
0.2,5,5,0,1194,1194
0.2,5,5,1,1322,1322
0.2,5,5,10,1267,1267
0.2,5,5,8,1369,1369
0.2,5,5,9,997,997
0.2,5,5,11,1288,1288
0.2,5,5,13,1344,1344
0.2,5,5,12,1640,1640
0.2,5,5,14,1688,1688
0.2,5,5,15,1248,1248
0.2,5,5,16,1377,1377
0.2,5,5,17,1165,1165
0.2,5,5,18,1218,1218
0.2,5,5,20,1447,1447
0.2,5,5,19,1300,1300
0.2,5,5,22,1279,1217
0.2,5,5,23,1584,1584
0.2,5,5,21,1298,1298
0.2,5,5,26,1402,1402
0.2,5,5,27,1141,1141
0.2,5,5,25,1295,1295
0.2,5,5,28,1592,1592
0.2,5,5,24,1289,1289
0.2,5,5,29,1202,1202
0.2,5,10,0,2276,2276
0.2,5,10,1,2561,2561
0.2,5,10,2,2591,2591
0.2,5,10,5,2535,2535
0.2,5,10,7,2122,2122
0.2,5,10,3,2436,2436
0.2,5,10,6,3105,3105
0.2,5,10,4,2423,2423
0.2,5,10,9,2272,2272
0.2,5,10,8,2190,2190
0.2,5,10,11,2723,2723
0.2,5,10,10,2884,2884
0.2,5,10,12,2589,2589
0.2,5,10,13,2568,2568
0.2,5,10,15,2672,2672
0.2,5,10,14,2587,2545
0.2,5,10,17,2678,2678
0.2,5,10,18,2602,2602
0.2,5,10,16,2606,2606
0.2,5,10,19,2305,2305
0.2,5,10,20,2345,2345
0.2,5,10,21,2211,2211
0.2,5,10,22,2732,2732
0.2,5,10,23,1966,1966
0.2,5,10,24,2409,2409
0.2,5,10,27,2753,2753
0.2,5,10,25,2843,2843
0.2,5,10,28,2202,2169
0.2,5,10,26,2122,2122
0.2,5,10,29,2699,2699
0.2,5,20,0,5163,5163
0.2,5,20,3,4571,4571
0.2,5,20,1,4804,4782
0.2,5,20,2,4543,4543
0.2,5,20,6,4819,4819
0.2,5,20,5,4887,4887
0.2,5,20,4,4806,4806
0.2,5,20,7,4305,4305
0.2,5,20,10,4038,4038
0.2,5,20,11,5070,5070
0.2,5,20,8,4733,4733
0.2,5,20,12,4611,4611
0.2,5,20,13,4631,4631
0.2,5,20,9,4978,4772
0.2,5,20,14,4756,4756
0.2,5,20,15,4733,4733
0.2,5,20,16,4630,4625
0.2,5,20,17,4419,4419
0.2,5,20,19,4700,4700
0.2,5,20,18,4542,4542
0.2,5,20,21,4595,4595
0.2,5,20,20,4169,4169
0.2,5,20,22,4374,4374
0.2,5,20,24,4786,4786
0.2,5,20,23,4617,4617
0.2,5,20,27,4987,4987
0.2,5,20,26,4875,4875
0.2,5,20,25,5147,5134
0.2,5,20,28,5051,5051
0.2,5,30,1,6376,6376
0.2,5,20,29,4790,4790
0.2,5,30,0,6565,6565
0.2,5,30,2,6855,6855
0.2,5,30,3,6884,6884
0.2,5,30,5,6173,6059
0.2,5,30,6,6567,6567
0.2,5,30,4,6043,5904
0.2,5,30,9,6222,6222
0.2,5,30,7,7003,6696
0.2,5,30,8,6822,6814
0.2,5,30,10,6579,6579
0.2,5,30,12,7202,7202
0.2,5,30,11,6838,6728
0.2,5,30,14,7414,7414
0.2,5,30,15,6551,6551
0.2,5,30,13,7255,7255
0.2,5,30,17,6569,6569
0.2,5,30,16,6951,6951
0.2,5,30,18,6885,6885
0.2,5,30,19,6866,6866
0.2,5,30,20,6995,6995
0.2,5,30,23,6431,6431
0.2,5,30,21,7442,7442
0.2,5,30,24,6221,6221
0.2,5,30,25,6981,6929
0.2,5,30,26,6691,6691
0.2,5,30,22,6945,6945
0.2,5,30,27,7157,7157
0.2,5,30,28,7311,7311
0.2,5,30,29,5996,5854
0.2,100,5,1,186117,186117
0.2,100,5,0,185345,185345
0.2,100,5,6,189888,189888
0.2,100,5,3,183930,183919
0.2,100,5,4,181778,181778
0.2,100,5,5,188737,188737
0.2,100,5,7,188577,188577
0.2,100,5,2,190402,190402
0.2,100,5,8,185988,185962
0.2,100,5,11,180445,180445
0.2,100,5,10,178937,178937
0.2,100,5,9,181785,181785
0.2,100,5,12,176526,176526
0.2,100,5,13,191610,191610
0.2,100,5,15,186772,186756
0.2,100,5,14,183348,183348
0.2,100,5,18,185884,185873
0.2,100,5,17,174505,174505
0.2,100,5,16,183141,183141
0.2,100,5,21,194042,193975
0.2,100,5,20,177999,177927
0.2,100,5,22,193673,193673
0.2,100,5,23,171389,171389
0.2,100,5,19,186877,186877
0.2,100,5,24,203105,203105
0.2,100,5,28,178367,178367
0.2,100,5,25,181703,181703
0.2,100,5,29,180693,180692
0.2,100,5,26,181498,181498
0.2,100,5,27,180828,180702
0.2,100,10,0,233983,233866
0.2,100,10,1,232068,232026
0.2,100,10,3,236333,235646
0.2,100,10,5,238620,238539
0.2,100,10,4,234915,234915
0.2,100,10,9,240393,240127
0.2,100,10,6,237173,236958
0.2,100,10,7,238803,238620
0.2,100,10,11,240714,240274
0.2,100,10,12,232430,232223
0.2,100,10,8,233029,232059
0.2,100,10,2,234940,234686
0.2,100,10,13,230794,230481
0.2,100,10,10,236458,236422
0.2,100,10,16,237261,237261
0.2,100,10,18,228204,227982
0.2,100,10,15,232541,232499
0.2,100,10,17,245569,245470
0.2,100,10,20,227148,226855
0.2,100,10,19,236103,236070
0.2,100,10,22,233088,233088
0.2,100,10,23,239372,239020
0.2,100,10,25,216580,216567
0.2,100,10,14,236370,236116
0.2,100,10,24,230449,230441
0.2,100,10,21,215055,214341
0.2,100,10,26,240232,239389
0.2,100,10,27,233347,233079
0.2,100,10,28,236608,236525
0.2,100,10,29,236113,235966
0.2,100,20,1,319273,318740
0.2,100,20,2,321736,320884
0.2,100,20,4,301244,301015
0.2,100,20,0,312616,312140
0.2,100,20,3,326315,326135
0.2,100,20,5,308298,307675
0.2,100,20,8,316598,316228
0.2,100,20,6,310268,309214
0.2,100,20,10,304328,303789
0.2,100,20,7,319218,318350
0.2,100,20,11,310569,309069
0.2,100,20,9,309396,307264
0.2,100,20,12,299955,298805
0.2,100,20,15,315157,314158
0.2,100,20,18,311903,311805
0.2,100,20,14,310261,309977
0.2,100,20,13,310534,309962
0.2,100,20,19,307285,306858
0.2,100,20,20,313096,312671
0.2,100,20,17,308594,308068
0.2,100,20,21,308340,307526
0.2,100,20,16,310328,309987
0.2,100,20,23,306737,306661
0.2,100,20,22,305959,305671
0.2,100,20,24,319006,318213
0.2,100,20,27,315889,315617
0.2,100,20,28,316188,315459
0.2,100,20,25,302682,301826
0.2,100,20,29,313406,311624
0.2,100,20,26,318197,318094
0.2,100,30,2,376052,374271
0.2,100,30,5,393202,392811
0.2,100,30,1,379287,378334
0.2,100,30,7,378447,377808
0.2,100,30,3,391158,389766
0.2,100,30,6,389144,385930
0.2,100,30,4,391483,389500
0.2,100,30,8,383810,380980
0.2,100,30,0,377380,375987
0.2,100,30,11,380715,378735
0.2,100,30,13,383661,382661
0.2,100,30,14,396484,393002
0.2,100,30,12,380788,379708
0.2,100,30,15,385139,384366
0.2,100,30,19,393435,392236
0.2,100,30,10,375199,373831
0.2,100,30,18,379912,378984
0.2,100,30,16,385651,382703
0.2,100,30,17,384761,382822
0.2,100,30,21,380882,377893
0.2,100,30,9,379314,377576
0.2,100,30,22,376660,375167
0.2,100,30,20,381299,379972
0.2,10,5,0,3253,3169
0.2,10,5,1,3784,3784
0.2,10,5,2,4110,4110
0.2,10,5,3,4519,4519
0.2,10,5,4,3199,3199
0.2,10,5,5,3437,3437
0.2,10,5,6,2858,2858
0.2,10,5,7,3814,3814
0.2,10,5,8,3928,3928
0.2,10,5,9,3530,3530
0.2,10,5,10,3345,3345
0.2,10,5,11,3329,3329
0.2,10,5,12,3389,3389
0.2,10,5,13,3812,3812
0.2,10,5,14,3146,3146
0.2,10,5,15,3787,3787
0.2,10,5,16,3984,3984
0.2,100,30,23,381387,378972
0.2,10,5,17,3340,3340
0.2,10,5,18,4377,4377
0.2,10,5,20,3831,3831
0.2,10,5,19,4121,4121
0.2,10,5,21,3325,3325
0.2,10,5,22,3954,3954
0.2,10,5,23,3216,3216
0.2,10,5,24,3896,3896
0.2,10,5,25,3311,3311
0.2,10,5,26,3668,3668
0.2,10,5,27,3975,3975
0.2,10,5,28,2811,2811
0.2,10,5,29,3341,3341
0.2,10,10,0,6900,6900
0.2,10,10,1,5704,5704
0.2,10,10,2,6287,6287
0.2,10,10,3,6180,6180
0.2,10,10,4,5993,5993
0.2,10,10,5,5999,5961
0.2,10,10,6,6766,6428
0.2,10,10,7,6218,6218
0.2,10,10,8,7373,7373
0.2,10,10,9,5703,5703
0.2,10,10,10,6205,6205
0.2,10,10,11,6657,6657
0.2,10,10,13,6638,6501
0.2,10,10,12,6181,6181
0.2,10,10,15,6218,6218
0.2,10,10,14,5360,5360
0.2,10,10,16,6752,6752
0.2,10,10,17,6405,6320
0.2,10,10,18,6023,5927
0.2,10,10,19,5772,5772
0.2,10,10,21,6279,6279
0.2,10,10,20,6434,6434
0.2,10,10,23,5389,5389
0.2,10,10,22,6783,6709
0.2,10,10,24,6255,6255
0.2,10,10,25,6198,6198
0.2,10,10,26,6367,6367
0.2,10,10,27,5655,5655
0.2,10,10,28,6010,5880
0.2,10,10,29,5356,5356
0.2,10,20,0,10871,10871
0.2,10,20,1,10796,10527
0.2,10,20,2,10028,10028
0.2,10,20,3,10531,10531
0.2,10,20,4,12340,12340
0.2,10,20,5,10982,10952
0.2,10,20,6,11279,11279
0.2,10,20,7,10919,10753
0.2,10,20,8,10715,10715
0.2,10,20,9,10476,10476
0.2,10,20,10,10880,10825
0.2,10,20,11,10974,10972
0.2,10,20,12,11628,11588
0.2,10,20,13,11182,11182
0.2,10,20,14,11069,10992
0.2,10,20,15,11008,10872
0.2,10,20,16,10409,10409
0.2,10,20,17,10033,10010
0.2,10,20,18,11299,10959
0.2,10,20,19,10198,10020
0.2,10,20,20,11099,11066
0.2,10,20,21,10391,10090
0.2,10,20,22,9937,9937
0.2,10,20,23,11367,11329
0.2,10,20,24,11404,11404
0.2,10,20,25,11212,11146
0.2,10,20,27,10497,10497
0.2,10,20,26,11263,11046
0.2,10,20,29,10457,10330
0.2,10,20,28,11541,11536
0.2,10,30,0,14450,14450
0.2,10,30,1,14842,14842
0.2,10,30,2,15055,15055
0.2,10,30,3,14733,14572
0.2,10,30,4,14011,14011
0.2,10,30,5,15574,15558
0.2,10,30,6,15565,15565
0.2,10,30,7,14806,14806
0.2,10,30,8,16112,16016
0.2,10,30,9,16529,16511
0.2,10,30,10,16408,16408
0.2,10,30,11,16293,16293
0.2,10,30,12,14725,14725
0.2,10,30,13,14258,14155
0.2,10,30,14,16057,16057
0.2,10,30,15,15403,15100
0.2,10,30,17,14748,14748
0.2,10,30,16,14411,14136
0.2,10,30,18,14816,14816
0.2,10,30,19,15774,15754
0.2,10,30,20,14583,14583
0.2,10,30,21,15413,15393
0.2,10,30,23,15325,15269
0.2,10,30,22,14543,14431
0.2,10,30,24,14395,14369
0.2,10,30,25,15328,15328
0.2,10,30,26,15270,15197
0.2,10,30,27,16350,16350
0.2,10,30,28,15918,15896
0.2,10,30,29,15571,15397
0.2,20,5,1,11076,11076
0.2,20,5,0,10223,10223
0.2,20,5,3,10195,10195
0.2,20,5,2,10003,10003
0.2,20,5,4,11082,11082
0.2,20,5,5,10151,10151
0.2,20,5,6,9960,9960
0.2,20,5,7,11139,11127
0.2,20,5,8,10625,10625
0.2,20,5,9,11465,11356
0.2,20,5,10,9805,9805
0.2,20,5,11,10887,10887
0.2,20,5,12,10591,10591
0.2,20,5,13,10535,10535
0.2,20,5,14,9436,9436
0.2,20,5,15,11672,11672
0.2,20,5,16,9046,9046
0.2,20,5,17,9386,9386
0.2,20,5,18,10510,10510
0.2,20,5,19,10301,10301
0.2,20,5,20,9887,9887
0.2,20,5,21,11074,11068
0.2,20,5,22,10607,10607
0.2,20,5,23,11921,11921
0.2,20,5,24,11467,11454
0.2,20,5,25,8803,8803
0.2,20,5,26,8834,8834
0.2,20,5,27,10221,10221
0.2,20,5,28,9730,9730
0.2,20,5,29,10641,10641
0.2,20,10,0,15916,15913
0.2,20,10,1,15399,15359
0.2,20,10,2,15746,15711
0.2,20,10,3,15867,15662
0.2,20,10,5,14576,14576
0.2,20,10,4,15232,15232
0.2,20,10,7,15794,15752
0.2,20,10,6,16732,16732
0.2,20,10,9,16466,16466
0.2,20,10,8,17295,17295
0.2,20,10,11,15100,14897
0.2,20,10,10,17497,17497
0.2,20,10,12,15122,15122
0.2,20,10,13,16487,16487
0.2,20,10,15,16961,16961
0.2,20,10,14,16523,16523
0.2,20,10,16,16095,16095
0.2,20,10,17,17250,17128
0.2,20,10,18,16171,16171
0.2,20,10,19,16763,16683
0.2,20,10,20,15204,15204
0.2,20,10,21,15786,15741
0.2,20,10,22,15267,15267
0.2,20,10,23,16208,16131
0.2,20,10,25,15764,15764
0.2,20,10,24,17317,17148
0.2,20,10,26,15760,15760
0.2,20,10,27,15800,15800
0.2,20,10,28,17110,17110
0.2,20,10,29,15130,14961
0.2,20,20,1,26879,26783
0.2,20,20,0,26730,26642
0.2,20,20,2,27210,27210
0.2,20,20,3,27208,27070
0.2,100,30,26,383442,381172
0.2,20,20,4,25410,25410
0.2,20,20,5,26673,26594
0.2,20,20,7,25969,25435
0.2,20,20,6,27620,27467
0.2,20,20,8,28196,28196
0.2,20,20,10,26128,26063
0.2,20,20,9,25926,25758
0.2,20,20,11,25592,25592
0.2,20,20,12,26169,26117
0.2,20,20,14,26001,25810
0.2,20,20,13,27424,27381
0.2,20,20,15,26976,26905
0.2,20,20,16,28481,28397
0.2,20,20,17,25999,25688
0.2,20,20,18,26301,26301
0.2,20,20,19,27142,27104
0.2,20,20,20,27077,27062
0.2,20,20,21,26047,25705
0.2,20,20,22,26364,26356
0.2,20,20,23,27602,27482
0.2,20,20,24,26369,26247
0.2,20,20,25,26685,26685
0.2,20,20,26,25448,25058
0.2,100,30,27,384786,383292
0.2,20,20,27,26459,26454
0.2,20,20,28,26872,26872
0.2,20,20,29,26831,26423
0.2,20,30,0,36891,36312
0.2,20,30,1,37726,37464
0.2,20,30,3,36568,36475
0.2,20,30,2,36546,36328
0.2,20,30,4,34902,34890
0.2,20,30,5,36852,36827
0.2,20,30,7,34709,34701
0.2,20,30,6,37460,37075
0.2,100,30,24,378637,376355
0.2,20,30,8,35513,35376
0.2,20,30,10,34540,33909
0.2,20,30,9,35937,35831
0.2,20,30,12,34029,33875
0.2,20,30,11,35779,35436
0.2,20,30,13,36153,36037
0.2,20,30,14,37431,36846
0.2,20,30,15,37981,37955
0.2,20,30,16,38629,38553
0.2,20,30,17,35280,35280
0.2,20,30,18,37711,37326
0.2,20,30,19,37105,37105
0.2,20,30,20,36342,36297
0.2,20,30,21,35790,35538
0.2,20,30,23,36179,36179
0.2,20,30,22,39473,39445
0.2,20,30,26,36615,36398
0.2,20,30,24,36129,36103
0.2,20,30,27,36889,36889
0.2,20,30,25,37294,37294
0.2,20,30,28,36063,35998
0.2,30,5,0,18476,18464
0.2,30,5,1,22011,22011
0.2,30,5,2,20570,20570
0.2,30,5,3,20442,20442
0.2,30,5,4,16424,16424
0.2,20,30,29,36359,36359
0.2,30,5,5,24320,24320
0.2,30,5,7,20518,20518
0.2,30,5,6,21465,21465
0.2,30,5,8,20361,20361
0.2,30,5,9,20987,20729
0.2,30,5,10,19993,19993
0.2,30,5,11,21381,21381
0.2,30,5,12,20522,20522
0.2,30,5,13,19199,19199
0.2,30,5,15,20557,20557
0.2,30,5,14,19448,19417
0.2,30,5,16,20056,20040
0.2,30,5,18,20993,20993
0.2,30,5,17,19157,19157
0.2,30,5,20,19486,19483
0.2,30,5,19,21032,21032
0.2,30,5,21,19145,19145
0.2,30,5,23,20763,20763
0.2,30,5,22,20250,20250
0.2,30,5,24,19444,19444
0.2,30,5,25,17390,17390
0.2,30,5,26,20800,20742
0.2,30,5,28,20725,20725
0.2,30,5,27,18663,18663
0.2,30,5,29,18734,18627
0.2,30,10,0,27833,27813
0.2,30,10,1,28821,28501
0.2,30,10,3,29689,29689
0.2,30,10,4,28487,28487
0.2,30,10,2,28818,28810
0.2,30,10,6,29166,29107
0.2,30,10,7,32540,32000
0.2,30,10,5,29756,29701
0.2,30,10,8,29425,29425
0.2,30,10,9,30756,30165
0.2,30,10,12,27608,27608
0.2,30,10,11,31241,31241
0.2,30,10,10,29863,29848
0.2,30,10,13,29148,29049
0.2,30,10,14,30757,30757
0.2,100,30,25,381249,380372
0.2,30,10,15,29994,29936
0.2,30,10,16,29766,29669
0.2,30,10,17,30344,30344
0.2,30,10,19,28963,28963
0.2,30,10,18,33158,33158
0.2,30,10,20,30625,30530
0.2,30,10,21,28669,28669
0.2,30,10,22,35357,35357
0.2,30,10,23,27781,27749
0.2,30,10,24,30351,30197
0.2,30,10,26,29427,29427
0.2,30,10,25,30339,30260
0.2,30,10,27,30496,30496
0.2,30,10,28,29243,29243
0.2,30,10,29,27781,27767
0.2,30,20,2,47971,47750
0.2,30,20,0,46273,46116
0.2,30,20,4,47988,47691
0.2,30,20,3,45422,45422
0.2,30,20,1,46201,46048
0.2,30,20,5,48256,48190
0.2,30,20,6,48765,48555
0.2,30,20,7,47972,47761
0.2,30,20,8,48130,48130
0.2,30,20,10,47355,47135
0.2,30,20,11,47926,47905
0.2,30,20,9,46681,46595
0.2,30,20,13,49367,49252
0.2,30,20,14,48236,48229
0.2,30,20,12,47039,46845
0.2,30,20,15,49424,49392
0.2,30,20,17,50665,50565
0.2,30,20,16,46787,46655
0.2,30,20,18,46560,46360
0.2,30,20,20,47980,47823
0.2,30,20,19,45111,45010
0.2,30,20,21,46277,45798
0.2,30,20,22,46190,45945
0.2,30,20,23,49438,49265
0.2,30,20,25,49583,49259
0.2,30,20,24,48615,48615
0.2,30,20,26,48875,48721
0.2,30,20,27,45459,45459
0.2,30,20,28,46099,46099
0.2,30,20,29,46355,46129
0.2,100,30,28,382087,380796
0.2,30,30,1,61460,61121
0.2,30,30,2,64155,63772
0.2,30,30,3,61977,61951
0.2,30,30,5,63954,63335
0.2,30,30,6,62306,61983
0.2,30,30,4,65485,65048
0.2,30,30,0,62041,61721
0.2,30,30,8,63909,63654
0.2,30,30,7,61807,61290
0.2,30,30,9,64062,64026
0.2,30,30,10,62688,62499
0.2,30,30,11,64047,64047
0.2,30,30,12,63958,63900
0.2,30,30,14,61868,61519
0.2,30,30,16,63121,62956
0.2,30,30,15,63413,63010
0.2,30,30,18,64075,63840
0.2,30,30,17,63190,62834
0.2,30,30,13,63745,63668
0.2,30,30,19,62630,61927
0.2,30,30,20,63144,63035
0.2,30,30,21,61867,61709
0.2,30,30,22,64321,64140
0.2,30,30,24,63100,62793
0.2,30,30,25,65570,65570
0.2,30,30,26,62258,62090
0.2,30,30,23,60145,60013
0.2,30,30,29,65361,65058
0.2,30,30,28,60481,60092
0.2,30,30,27,62997,62294
0.2,50,5,0,46129,46129
0.2,50,5,2,54564,54564
0.2,50,5,1,44235,44235
0.2,50,5,3,45299,45299
0.2,50,5,4,46359,46342
0.2,50,5,5,44940,44940
0.2,50,5,9,51586,51570
0.2,50,5,6,55311,55311
0.2,50,5,7,54852,54852
0.2,50,5,8,56162,56157
0.2,50,5,10,49221,49221
0.2,50,5,11,47071,47066
0.2,50,5,12,52669,52669
0.2,50,5,13,47871,47871
0.2,50,5,15,54435,54398
0.2,50,5,16,57247,57247
0.2,50,5,17,49589,49589
0.2,50,5,14,53811,53811
0.2,50,5,18,46137,46137
0.2,50,5,19,49468,49410
0.2,50,5,21,50229,50229
0.2,50,5,20,50940,50938
0.2,50,5,22,50357,50357
0.2,50,5,23,52162,52162
0.2,50,5,24,52195,52172
0.2,50,5,25,56679,56679
0.2,50,5,26,53305,53305
0.2,50,5,28,52209,52209
0.2,50,5,27,48204,48094
0.2,50,5,29,55561,55561
0.2,50,10,0,66262,66262
0.2,50,10,1,66915,66802
0.2,50,10,3,65322,65109
0.2,50,10,4,70139,69740
0.2,50,10,2,70246,69779
0.2,50,10,6,70107,70105
0.2,50,10,5,64291,64273
0.2,50,10,7,70407,70367
0.2,50,10,8,66670,66373
0.2,50,10,9,68706,68619
0.2,50,10,10,69068,68826
0.2,50,10,11,66156,65670
0.2,50,10,13,72857,72548
0.2,50,10,12,67149,66545
0.2,50,10,14,68503,68152
0.2,50,10,16,67619,67465
0.2,50,10,17,65857,65857
0.2,50,10,15,66519,66309
0.2,50,10,18,67223,67223
0.2,50,10,19,68948,68889
0.2,50,10,22,70182,70095
0.2,50,10,21,70836,70568
0.2,50,10,23,69563,69519
0.2,50,10,20,68416,68235
0.2,50,10,26,72834,72834
0.2,50,10,24,66009,65847
0.2,50,10,28,67144,67144
0.2,50,10,25,67337,67029
0.2,50,10,27,73842,73693
0.2,50,10,29,71641,71182
0.2,50,20,0,101563,101428
0.2,50,20,1,98065,97306
0.2,100,30,29,378772,376807
0.2,50,20,5,99410,99306
0.2,50,20,4,99839,99266
0.2,50,20,3,100144,99346
0.2,50,20,7,97665,97004
0.2,50,20,2,96476,96461
0.2,50,20,10,101972,101695
0.2,50,20,6,99719,99715
0.2,50,20,12,99524,98750
0.2,50,20,9,100150,99818
0.2,50,20,11,101275,101013
0.2,50,20,8,102207,102207
0.2,50,20,13,100929,100878
0.2,50,20,14,98454,98331
0.2,50,20,16,100213,100124
0.2,50,20,15,96332,96231
0.2,50,20,19,101036,100265
0.2,50,20,17,102293,101694
0.2,50,20,18,100045,100016
0.2,50,20,20,100235,99571
0.2,50,20,21,102880,102610
0.2,50,20,25,99151,98660
0.2,50,20,22,99892,99880
0.2,50,20,27,100957,100788
0.2,50,20,23,99280,99095
0.2,50,20,26,103192,102325
0.2,50,20,24,102132,102006
0.2,50,20,28,105447,105306
0.2,50,20,29,102273,101820
0.2,50,30,2,131552,130702
0.2,50,30,3,133061,132780
0.2,50,30,0,129305,128827
0.2,50,30,4,133562,132956
0.2,50,30,1,132313,131691
0.2,50,30,5,136237,135087
0.2,50,30,6,127487,126856
0.2,50,30,7,127441,127162
0.2,50,30,10,135276,134013
0.2,50,30,8,125579,125424
0.2,50,30,11,129734,129107
0.2,50,30,9,131014,130525
0.2,50,30,14,129689,129277
0.2,50,30,13,127386,126520
0.2,50,30,15,130517,129956
0.2,50,30,18,131062,130108
0.2,50,30,17,124067,123111
0.2,50,30,12,132808,132641
0.2,50,30,16,131743,131450
0.2,50,30,23,128548,127845
0.2,50,30,20,134891,134708
0.2,50,30,21,129031,128654
0.2,50,30,22,127707,127024
0.3,5,5,0,1171,1171
0.3,5,5,1,1058,1058
